name,price,image,category,description,rating,reviews,inStock,stockQuantity
Brown Leather Belt Watch,89.99,https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/1.webp,mens-watches,"The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.",4.19,"[""Very unhappy with my purchase!"", ""Fast shipping!"", ""Would buy again!""]",True,32
Longines Master Collection,1499.99,https://cdn.dummyjson.com/product-images/mens-watches/longines-master-collection/1.webp,mens-watches,"The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.",3.87,"[""Highly impressed!"", ""Very disappointed!"", ""Great product!""]",True,100
Rolex Cellini Date Black Dial,8999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/1.webp,mens-watches,"The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.",4.97,"[""Not worth the price!"", ""Very satisfied!"", ""Would not buy again!""]",True,40
Rolex Cellini Moonphase,12999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-moonphase/1.webp,mens-watches,"The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.",2.58,"[""Poor quality!"", ""Very satisfied!"", ""Very pleased!""]",True,36
Rolex Datejust,10999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-datejust/1.webp,mens-watches,"The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.",3.66,"[""Fast shipping!"", ""Very pleased!"", ""Waste of money!""]",True,86
Rolex Submariner Watch,13999.99,https://cdn.dummyjson.com/product-images/mens-watches/rolex-submariner-watch/1.webp,mens-watches,"The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.",2.69,"[""Great value for money!"", ""Highly recommended!"", ""Fast shipping!""]",True,55
Amazon Echo Plus,99.99,https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/1.webp,mobile-accessories,The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.,4.99,"[""Would not recommend!"", ""Very disappointed!"", ""Fast shipping!""]",True,61
Apple Airpods,129.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/1.webp,mobile-accessories,"The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.",4.15,"[""Would not buy again!"", ""Great product!"", ""Excellent quality!""]",True,67
Apple AirPods Max Silver,549.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods-max-silver/1.webp,mobile-accessories,"The Apple AirPods Max in Silver are premium over-ear headphones with high-fidelity audio, adaptive EQ, and active noise cancellation. Experience immersive sound in style.",3.47,"[""Excellent quality!"", ""Very happy with my purchase!"", ""Would buy again!""]",True,59
Apple Airpower Wireless Charger,79.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpower-wireless-charger/1.webp,mobile-accessories,The Apple AirPower Wireless Charger provides a convenient way to charge your compatible Apple devices wirelessly. Simply place your devices on the charging mat for effortless charging.,3.68,"[""Would buy again!"", ""Awesome product!"", ""Not worth the price!""]",True,1
Apple HomePod Mini Cosmic Grey,99.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-homepod-mini-cosmic-grey/1.webp,mobile-accessories,The Apple HomePod Mini in Cosmic Grey is a compact smart speaker that delivers impressive audio and integrates seamlessly with the Apple ecosystem for a smart home experience.,4.62,"[""Great product!"", ""Would not buy again!"", ""Very pleased!""]",True,27
Apple iPhone Charger,19.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-iphone-charger/1.webp,mobile-accessories,The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.,4.15,"[""Very disappointed!"", ""Great product!"", ""Waste of money!""]",True,31
Apple MagSafe Battery Pack,99.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/1.webp,mobile-accessories,The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.,3.62,"[""Would not recommend!"", ""Not as described!"", ""Fast shipping!""]",True,1
Apple Watch Series 4 Gold,349.99,https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/1.webp,mobile-accessories,"The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display.",2.74,"[""Very unhappy with my purchase!"", ""Fast shipping!"", ""Would buy again!""]",True,33
Beats Flex Wireless Earphones,49.99,https://cdn.dummyjson.com/product-images/mobile-accessories/beats-flex-wireless-earphones/1.webp,mobile-accessories,"The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use.",4.24,"[""Disappointing product!"", ""Very pleased!"", ""Not worth the price!""]",True,50
iPhone 12 Silicone Case with MagSafe Plum,29.99,https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/1.webp,mobile-accessories,The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.,3.62,"[""Would not buy again!"", ""Great value for money!"", ""Highly recommended!""]",True,69
Monopod,19.99,https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/1.webp,mobile-accessories,"The Monopod is a versatile camera accessory for stable and adjustable shooting. Perfect for capturing selfies, group photos, and videos with ease.",4.43,"[""Not worth the price!"", ""Highly recommended!"", ""Fast shipping!""]",True,48
Selfie Lamp with iPhone,14.99,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/1.webp,mobile-accessories,The Selfie Lamp with iPhone is a portable and adjustable LED light designed to enhance your selfies and video calls. Attach it to your iPhone for well-lit photos.,3.55,"[""Highly recommended!"", ""Poor quality!"", ""Highly recommended!""]",True,58
Selfie Stick Monopod,12.99,https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-stick-monopod/1.webp,mobile-accessories,The Selfie Stick Monopod is a extendable and foldable device for capturing the perfect selfie or group photo. Compatible with smartphones and cameras.,3.88,"[""Great product!"", ""Great product!"", ""Very dissatisfied!""]",True,11
TV Studio Camera Pedestal,499.99,https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/1.webp,mobile-accessories,The TV Studio Camera Pedestal is a professional-grade camera support system for smooth and precise camera movements in a studio setting. Ideal for broadcast and production.,2.78,"[""Would not recommend!"", ""Would buy again!"", ""Fast shipping!""]",True,15
Generic Motorcycle,3999.99,https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/1.webp,motorcycle,"The Generic Motorcycle is a versatile and reliable bike suitable for various riding preferences. With a balanced design, it provides a comfortable and efficient riding experience.",4.91,"[""Highly impressed!"", ""Very satisfied!"", ""Disappointing product!""]",True,34
Kawasaki Z800,8999.99,https://cdn.dummyjson.com/product-images/motorcycle/kawasaki-z800/1.webp,motorcycle,"The Kawasaki Z800 is a powerful and agile sportbike known for its striking design and performance. It's equipped with advanced features, making it a favorite among motorcycle enthusiasts.",3.98,"[""Highly impressed!"", ""Awesome product!"", ""Fast shipping!""]",True,52
MotoGP CI.H1,14999.99,https://cdn.dummyjson.com/product-images/motorcycle/motogp-ci.h1/1.webp,motorcycle,The MotoGP CI.H1 is a high-performance motorcycle inspired by MotoGP racing technology. It offers cutting-edge features and precision engineering for an exhilarating riding experience.,2.97,"[""Awesome product!"", ""Fast shipping!"", ""Highly recommended!""]",True,10
Scooter Motorcycle,2999.99,https://cdn.dummyjson.com/product-images/motorcycle/scooter-motorcycle/1.webp,motorcycle,The Scooter Motorcycle is a practical and fuel-efficient bike ideal for urban commuting. It features a step-through design and user-friendly controls for easy maneuverability.,2.53,"[""Highly recommended!"", ""Not as described!"", ""Very dissatisfied!""]",True,84
Sportbike Motorcycle,7499.99,https://cdn.dummyjson.com/product-images/motorcycle/sportbike-motorcycle/1.webp,motorcycle,"The Sportbike Motorcycle is designed for speed and agility, with a sleek and aerodynamic profile. It's suitable for riders looking for a dynamic and thrilling riding experience.",3.94,"[""Highly impressed!"", ""Would not recommend!"", ""Very disappointed!""]",False,0
Attitude Super Leaves Hand Soap,8.99,https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/1.webp,skin-care,"Attitude Super Leaves Hand Soap is a natural and nourishing hand soap enriched with the goodness of super leaves. It cleanses and moisturizes your hands, leaving them feeling fresh and soft.",3.19,"[""Very satisfied!"", ""Great product!"", ""Very happy with my purchase!""]",True,94
Olay Ultra Moisture Shea Butter Body Wash,12.99,https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/1.webp,skin-care,Olay Ultra Moisture Shea Butter Body Wash is a luxurious body wash that hydrates and nourishes your skin with the moisturizing power of shea butter. Enjoy a rich lather and silky-smooth skin.,4.51,"[""Very satisfied!"", ""Great value for money!"", ""Very pleased!""]",True,34
Vaseline Men Body and Face Lotion,9.99,https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/1.webp,skin-care,Vaseline Men Body and Face Lotion is a specially formulated lotion designed to provide long-lasting moisture to men's skin. It absorbs quickly and helps keep the skin hydrated and healthy.,3.16,"[""Excellent quality!"", ""Very pleased!"", ""Great product!""]",True,95
iPhone 5s,199.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-5s/1.webp,smartphones,"The iPhone 5s is a classic smartphone known for its compact design and advanced features during its release. While it's an older model, it still provides a reliable user experience.",2.83,"[""Highly recommended!"", ""Not as described!"", ""Very satisfied!""]",True,25
iPhone 6,299.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-6/1.webp,smartphones,"The iPhone 6 is a stylish and capable smartphone with a larger display and improved performance. It introduced new features and design elements, making it a popular choice in its time.",3.41,"[""Disappointing product!"", ""Excellent quality!"", ""Great value for money!""]",True,60
iPhone 13 Pro,1099.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-13-pro/1.webp,smartphones,"The iPhone 13 Pro is a cutting-edge smartphone with a powerful camera system, high-performance chip, and stunning display. It offers advanced features for users who demand top-notch technology.",4.12,"[""Would buy again!"", ""Not worth the price!"", ""Very satisfied!""]",True,56
iPhone X,899.99,https://cdn.dummyjson.com/product-images/smartphones/iphone-x/1.webp,smartphones,"The iPhone X is a flagship smartphone featuring a bezel-less OLED display, facial recognition technology (Face ID), and impressive performance. It represents a milestone in iPhone design and innovation.",2.51,"[""Highly recommended!"", ""Great product!"", ""Not as described!""]",True,37
Oppo A57,249.99,https://cdn.dummyjson.com/product-images/smartphones/oppo-a57/1.webp,smartphones,"The Oppo A57 is a mid-range smartphone known for its sleek design and capable features. It offers a balance of performance and affordability, making it a popular choice.",3.94,"[""Excellent quality!"", ""Excellent quality!"", ""Poor quality!""]",True,19
Oppo F19 Pro Plus,399.99,https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/1.webp,smartphones,The Oppo F19 Pro Plus is a feature-rich smartphone with a focus on camera capabilities. It boasts advanced photography features and a powerful performance for a premium user experience.,3.51,"[""Very happy with my purchase!"", ""Highly recommended!"", ""Would buy again!""]",True,78
Oppo K1,299.99,https://cdn.dummyjson.com/product-images/smartphones/oppo-k1/1.webp,smartphones,"The Oppo K1 series offers a range of smartphones with various features and specifications. Known for their stylish design and reliable performance, the Oppo K1 series caters to diverse user preferences.",4.25,"[""Very pleased!"", ""Highly recommended!"", ""Very dissatisfied!""]",True,55
Realme C35,149.99,https://cdn.dummyjson.com/product-images/smartphones/realme-c35/1.webp,smartphones,The Realme C35 is a budget-friendly smartphone with a focus on providing essential features for everyday use. It offers a reliable performance and user-friendly experience.,4.2,"[""Great product!"", ""Very unhappy with my purchase!"", ""Highly impressed!""]",True,48
Realme X,299.99,https://cdn.dummyjson.com/product-images/smartphones/realme-x/1.webp,smartphones,The Realme X is a mid-range smartphone known for its sleek design and impressive display. It offers a good balance of performance and camera capabilities for users seeking a quality device.,3.7,"[""Would buy again!"", ""Fast shipping!"", ""Very satisfied!""]",True,12
Realme XT,349.99,https://cdn.dummyjson.com/product-images/smartphones/realme-xt/1.webp,smartphones,"The Realme XT is a feature-rich smartphone with a focus on camera technology. It comes equipped with advanced camera sensors, delivering high-quality photos and videos for photography enthusiasts.",4.58,"[""Very satisfied!"", ""Not as described!"", ""Would buy again!""]",True,80
Samsung Galaxy S7,299.99,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s7/1.webp,smartphones,"The Samsung Galaxy S7 is a flagship smartphone known for its sleek design and advanced features. It features a high-resolution display, powerful camera, and robust performance.",3.3,"[""Not as described!"", ""Fast shipping!"", ""Excellent quality!""]",True,67
Samsung Galaxy S8,499.99,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s8/1.webp,smartphones,"The Samsung Galaxy S8 is a premium smartphone with an Infinity Display, offering a stunning visual experience. It boasts advanced camera capabilities and cutting-edge technology.",4.4,"[""Highly impressed!"", ""Highly impressed!"", ""Highly recommended!""]",False,0
Samsung Galaxy S10,699.99,https://cdn.dummyjson.com/product-images/smartphones/samsung-galaxy-s10/1.webp,smartphones,"The Samsung Galaxy S10 is a flagship device featuring a dynamic AMOLED display, versatile camera system, and powerful performance. It represents innovation and excellence in smartphone technology.",3.06,"[""Excellent quality!"", ""Would buy again!"", ""Would not recommend!""]",True,19
Vivo S1,249.99,https://cdn.dummyjson.com/product-images/smartphones/vivo-s1/1.webp,smartphones,"The Vivo S1 is a stylish and mid-range smartphone offering a blend of design and performance. It features a vibrant display, capable camera system, and reliable functionality.",3.5,"[""Very satisfied!"", ""Very disappointed!"", ""Would buy again!""]",True,50
Vivo V9,299.99,https://cdn.dummyjson.com/product-images/smartphones/vivo-v9/1.webp,smartphones,"The Vivo V9 is a smartphone known for its sleek design and emphasis on capturing high-quality selfies. It features a notch display, dual-camera setup, and a modern design.",3.6,"[""Very unhappy with my purchase!"", ""Awesome product!"", ""Great value for money!""]",True,82
Vivo X21,499.99,https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/1.webp,smartphones,"The Vivo X21 is a premium smartphone with a focus on cutting-edge technology. It features an in-display fingerprint sensor, a high-resolution display, and advanced camera capabilities.",4.26,"[""Very pleased!"", ""Fast shipping!"", ""Not as described!""]",True,7
American Football,19.99,https://cdn.dummyjson.com/product-images/sports-accessories/american-football/1.webp,sports-accessories,"The American Football is a classic ball used in American football games. It is designed for throwing and catching, making it an essential piece of equipment for the sport.",4.91,"[""Awesome product!"", ""Would buy again!"", ""Very pleased!""]",True,53
Baseball Ball,8.99,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-ball/1.webp,sports-accessories,"The Baseball Ball is a standard baseball used in baseball games. It features a durable leather cover and is designed for pitching, hitting, and fielding in the game of baseball.",2.57,"[""Excellent quality!"", ""Great value for money!"", ""Poor quality!""]",True,100
Baseball Glove,24.99,https://cdn.dummyjson.com/product-images/sports-accessories/baseball-glove/1.webp,sports-accessories,"The Baseball Glove is a protective glove worn by baseball players. It is designed to catch and field the baseball, providing players with comfort and control during the game.",3.96,"[""Very unhappy with my purchase!"", ""Great value for money!"", ""Would not recommend!""]",True,22
Basketball,14.99,https://cdn.dummyjson.com/product-images/sports-accessories/basketball/1.webp,sports-accessories,"The Basketball is a standard ball used in basketball games. It is designed for dribbling, shooting, and passing in the game of basketball, suitable for both indoor and outdoor play.",4.66,"[""Highly recommended!"", ""Would not buy again!"", ""Very satisfied!""]",True,75
Basketball Rim,39.99,https://cdn.dummyjson.com/product-images/sports-accessories/basketball-rim/1.webp,sports-accessories,The Basketball Rim is a sturdy hoop and net assembly mounted on a basketball backboard. It provides a target for shooting and scoring in the game of basketball.,4.6,"[""Fast shipping!"", ""Highly recommended!"", ""Would not buy again!""]",True,43
Cricket Ball,12.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-ball/1.webp,sports-accessories,"The Cricket Ball is a hard leather ball used in the sport of cricket. It is bowled and batted in the game, and its hardness and seam contribute to the dynamics of cricket play.",3.53,"[""Poor quality!"", ""Poor quality!"", ""Waste of money!""]",True,30
Cricket Bat,29.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-bat/1.webp,sports-accessories,The Cricket Bat is an essential piece of cricket equipment used by batsmen to hit the cricket ball. It is made of wood and comes in various sizes and designs.,3.17,"[""Very satisfied!"", ""Would buy again!"", ""Poor quality!""]",True,98
Cricket Helmet,44.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-helmet/1.webp,sports-accessories,"The Cricket Helmet is a protective headgear worn by cricket players, especially batsmen and wicketkeepers. It provides protection against fast bowling and bouncers.",4.69,"[""Great value for money!"", ""Excellent quality!"", ""Very pleased!""]",True,10
Cricket Wicket,29.99,https://cdn.dummyjson.com/product-images/sports-accessories/cricket-wicket/1.webp,sports-accessories,"The Cricket Wicket is a set of three stumps and two bails, forming a wicket used in the sport of cricket. Batsmen aim to protect the wicket while scoring runs.",4.73,"[""Very dissatisfied!"", ""Fast shipping!"", ""Awesome product!""]",True,25
Feather Shuttlecock,5.99,https://cdn.dummyjson.com/product-images/sports-accessories/feather-shuttlecock/1.webp,sports-accessories,"The Feather Shuttlecock is used in the sport of badminton. It features natural feathers and is designed for high-speed play, providing stability and accuracy during matches.",2.85,"[""Awesome product!"", ""Very happy with my purchase!"", ""Very pleased!""]",True,95
Football,17.99,https://cdn.dummyjson.com/product-images/sports-accessories/football/1.webp,sports-accessories,"The Football, also known as a soccer ball, is the standard ball used in the sport of football (soccer). It is designed for kicking and passing in the game.",3.28,"[""Very happy with my purchase!"", ""Would not recommend!"", ""Very happy with my purchase!""]",True,96
Golf Ball,9.99,https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/1.webp,sports-accessories,"The Golf Ball is a small ball used in the sport of golf. It features dimples on its surface, providing aerodynamic lift and distance when struck by a golf club.",4.3,"[""Not worth the price!"", ""Waste of money!"", ""Very satisfied!""]",True,84
Iron Golf,49.99,https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/1.webp,sports-accessories,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.",4.41,"[""Awesome product!"", ""Would not buy again!"", ""Awesome product!""]",True,90
Metal Baseball Bat,29.99,https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/1.webp,sports-accessories,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,4.66,"[""Very happy with my purchase!"", ""Great value for money!"", ""Would buy again!""]",True,16
Tennis Ball,6.99,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/1.webp,sports-accessories,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,4.06,"[""Would buy again!"", ""Great value for money!"", ""Very happy with my purchase!""]",True,28
Tennis Racket,49.99,https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp,sports-accessories,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",4.03,"[""Poor quality!"", ""Highly impressed!"", ""Highly recommended!""]",True,6
Volleyball,11.99,https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp,sports-accessories,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",3.84,"[""Great product!"", ""Would not recommend!"", ""Highly recommended!""]",False,0
Black Sun Glasses,29.99,https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp,sunglasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",4.41,"[""Would not recommend!"", ""Disappointing product!"", ""Very happy with my purchase!""]",True,60
Classic Sun Glasses,24.99,https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp,sunglasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,3.86,"[""Very satisfied!"", ""Very dissatisfied!"", ""Very happy with my purchase!""]",True,1
Green and Black Glasses,34.99,https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp,sunglasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",4.55,"[""Waste of money!"", ""Disappointing product!"", ""Highly impressed!""]",True,24
Party Glasses,19.99,https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp,sunglasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",2.79,"[""Very pleased!"", ""Excellent quality!"", ""Great product!""]",True,86
Sunglasses,22.99,https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/1.webp,sunglasses,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,3.02,"[""Would buy again!"", ""Not worth the price!"", ""Fast shipping!""]",True,27
iPad Mini 2021 Starlight,499.99,https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp,tablets,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",3.18,"[""Highly impressed!"", ""Very happy with my purchase!"", ""Would buy again!""]",True,47
Samsung Galaxy Tab S8 Plus Grey,599.99,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp,tablets,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",4.68,"[""Highly impressed!"", ""Disappointing product!"", ""Very disappointed!""]",True,62
Samsung Galaxy Tab White,349.99,https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp,tablets,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",3.72,"[""Waste of money!"", ""Poor quality!"", ""Very satisfied!""]",True,92
Blue Frock,29.99,https://cdn.dummyjson.com/product-images/tops/blue-frock/1.webp,tops,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",4.17,"[""Great product!"", ""Fast shipping!"", ""Would buy again!""]",True,52
Girl Summer Dress,19.99,https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/1.webp,tops,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",4.77,"[""Excellent quality!"", ""Great product!"", ""Very satisfied!""]",True,43
Gray Dress,34.99,https://cdn.dummyjson.com/product-images/tops/gray-dress/1.webp,tops,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",2.72,"[""Highly impressed!"", ""Awesome product!"", ""Highly recommended!""]",True,55
Short Frock,24.99,https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp,tops,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",3.23,"[""Disappointing product!"", ""Awesome product!"", ""Fast shipping!""]",True,22
Tartan Dress,39.99,https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp,tops,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",4.05,"[""Highly recommended!"", ""Not as described!"", ""Excellent quality!""]",True,73
300 Touring,28999.99,https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp,vehicle,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",4.05,"[""Very pleased!"", ""Great product!"", ""Not as described!""]",True,54
Charger SXT RWD,32999.99,https://cdn.dummyjson.com/product-images/vehicle/charger-sxt-rwd/1.webp,vehicle,"The Charger SXT RWD is a powerful and sporty rear-wheel-drive sedan, offering a blend of performance and practicality.",2.58,"[""Not worth the price!"", ""Would buy again!"", ""Fast shipping!""]",True,57
Dodge Hornet GT Plus,24999.99,https://cdn.dummyjson.com/product-images/vehicle/dodge-hornet-gt-plus/1.webp,vehicle,"The Dodge Hornet GT Plus is a compact and agile hatchback, perfect for urban driving with a touch of sportiness.",2.65,"[""Awesome product!"", ""Not as described!"", ""Very satisfied!""]",True,82
Durango SXT RWD,36999.99,https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/1.webp,vehicle,"The Durango SXT RWD is a spacious and versatile SUV, known for its strong performance and family-friendly features.",4.07,"[""Very pleased!"", ""Great value for money!"", ""Very disappointed!""]",True,95
Pacifica Touring,31999.99,https://cdn.dummyjson.com/product-images/vehicle/pacifica-touring/1.webp,vehicle,"The Pacifica Touring is a stylish and well-equipped minivan, offering comfort and convenience for family journeys.",3.62,"[""Fast shipping!"", ""Awesome product!"", ""Fast shipping!""]",True,53
Blue Women's Handbag,49.99,https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/1.webp,womens-bags,"The Blue Women's Handbag is a stylish and spacious accessory for everyday use. With a vibrant blue color and multiple compartments, it combines fashion and functionality.",2.92,"[""Waste of money!"", ""Not worth the price!"", ""Highly impressed!""]",True,76
Heshe Women's Leather Bag,129.99,https://cdn.dummyjson.com/product-images/womens-bags/heshe-women's-leather-bag/1.webp,womens-bags,"The Heshe Women's Leather Bag is a luxurious and high-quality leather bag for the sophisticated woman. With a timeless design and durable craftsmanship, it's a versatile accessory.",4.92,"[""Excellent quality!"", ""Awesome product!"", ""Awesome product!""]",True,99
Prada Women Bag,599.99,https://cdn.dummyjson.com/product-images/womens-bags/prada-women-bag/1.webp,womens-bags,"The Prada Women Bag is an iconic designer bag that exudes elegance and luxury. Crafted with precision and featuring the Prada logo, it's a statement piece for fashion enthusiasts.",2.71,"[""Would not buy again!"", ""Great value for money!"", ""Highly recommended!""]",True,75
White Faux Leather Backpack,39.99,https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/1.webp,womens-bags,"The White Faux Leather Backpack is a trendy and practical backpack for the modern woman. With a sleek white design and ample storage space, it's perfect for both casual and on-the-go styles.",3.36,"[""Awesome product!"", ""Not as described!"", ""Great value for money!""]",True,39
Women Handbag Black,59.99,https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/1.webp,womens-bags,"The Women Handbag in Black is a classic and versatile accessory that complements various outfits. With a timeless black color and functional design, it's a must-have in every woman's wardrobe.",2.89,"[""Very pleased!"", ""Great product!"", ""Waste of money!""]",True,11
Black Women's Gown,129.99,https://cdn.dummyjson.com/product-images/womens-dresses/black-women's-gown/1.webp,womens-dresses,"The Black Women's Gown is an elegant and timeless evening gown. With a sleek black design, it's perfect for formal events and special occasions, exuding sophistication and style.",3.64,"[""Great value for money!"", ""Very dissatisfied!"", ""Very satisfied!""]",True,25
Corset Leather With Skirt,89.99,https://cdn.dummyjson.com/product-images/womens-dresses/corset-leather-with-skirt/1.webp,womens-dresses,"The Corset Leather With Skirt is a bold and edgy ensemble that combines a stylish corset with a matching skirt. Ideal for fashion-forward individuals, it makes a statement at any event.",3.05,"[""Very happy with my purchase!"", ""Highly recommended!"", ""Highly recommended!""]",True,30
